Index;date_demande;formule;points_perdus;tranches_age;classes_revenu;a_enfants;type_conduite;type_vehicule;usage_vehicule
699;2022-03-03 08:35:51;dev_express;6;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;Minivan;Private
700;2022-05-18 20:23:08;dev_integral;0;adulte;"[+25K;50K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
701;2022-02-25 18:38:41;dev_integral;0;adulte;"[+50K;75K]";Non;z_Highly Rural/ Rural;Minivan;Commercial
702;2022-01-18 19:21:58;dev_vip;5;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
703;2022-05-08 19:44:35;dev_premium;3;adulte;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
704;2022-02-19 06:28:01;dev_express;0;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
705;2022-01-10 07:16:54;dev_express;6;jeune;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
706;2022-03-30 01:16:37;dev_express;1;agé;"[+50K;75K]";Non;z_Highly Rural/ Rural;Minivan;Commercial
707;2022-05-07 20:16:31;dev_express;1;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;Van;Private
708;2022-05-20 20:22:14;dev_express;0;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
709;2022-05-07 13:12:02;dev_integral;3;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Van;Commercial
710;2022-04-04 10:38:31;dev_premium;0;agé;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Commercial
711;2022-03-04 16:27:18;dev_express;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Private
712;2022-02-11 02:39:22;dev_integral;1;agé;"[0;25K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
713;2022-03-31 21:08:05;dev_premium;0;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
714;2022-01-26 05:48:18;dev_express;0;agé;+100K;Non;Highly Urban/ Urban;Van;Private
715;2022-02-13 02:19:25;dev_integral;2;agé;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Commercial
716;2022-01-15 14:58:09;dev_premium;0;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Private
717;2022-02-23 06:59:14;dev_integral;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
718;2022-03-21 16:57:22;dev_integral;0;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Private
719;2022-04-29 21:33:44;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;Sports Car;Private
720;2022-03-07 01:05:15;dev_express;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
721;2022-05-29 02:01:00;dev_express;0;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
722;2022-03-10 20:21:17;dev_express;2;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
723;2022-02-08 03:10:28;dev_express;2;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
724;2022-04-11 13:50:10;dev_integral;8;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Commercial
725;2022-05-26 21:07:04;dev_integral;0;agé;"[0;25K]";Non;Highly Urban/ Urban;Van;Private
726;2022-04-18 15:10:43;dev_express;4;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
727;2022-02-19 13:54:09;dev_express;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Commercial
728;2022-04-12 01:15:33;dev_integral;3;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Commercial
729;2022-04-17 18:55:21;dev_integral;0;agé;"[+25K;50K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
730;2022-03-23 15:44:07;dev_integral;4;agé;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
731;2022-02-05 20:30:47;dev_integral;4;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
732;2022-03-26 22:33:21;dev_premium;0;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Private
733;2022-04-18 16:02:57;dev_integral;3;adulte;+100K;Non;Highly Urban/ Urban;Van;Commercial
734;2022-03-01 15:06:34;dev_integral;1;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
735;2022-01-30 08:56:36;dev_integral;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Commercial
736;2022-02-02 16:00:40;dev_express;6;jeune;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
737;2022-04-08 12:42:23;dev_integral;0;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;Minivan;Commercial
738;2022-04-01 19:14:49;dev_express;4;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
739;2022-01-07 22:44:04;dev_premium;0;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
740;2022-05-06 19:34:02;dev_integral;3;adulte;+100K;Oui;Highly Urban/ Urban;z_SUV;Private
741;2022-05-26 22:28:41;dev_premium;2;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Van;Private
742;2022-03-09 14:05:41;dev_integral;0;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
743;2022-02-04 19:11:57;dev_integral;3;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Van;Private
744;2022-03-30 17:53:06;dev_express;3;agé;"[+75K;100K]";Oui;z_Highly Rural/ Rural;Minivan;Commercial
745;2022-01-05 01:49:38;dev_integral;0;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
746;2022-03-13 10:35:02;dev_express;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Commercial
747;2022-04-13 11:44:32;dev_integral;0;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Commercial
748;2022-05-03 02:56:46;dev_express;1;agé;+100K;Oui;Highly Urban/ Urban;Minivan;Private
749;2022-03-10 06:59:20;dev_express;5;agé;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
750;2022-03-19 08:30:16;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;z_SUV;Commercial
751;2022-05-12 21:36:25;dev_integral;3;jeune;"[0;25K]";Oui;Highly Urban/ Urban;Pickup;Commercial
752;2022-04-19 01:39:33;dev_express;4;agé;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
753;2022-03-09 04:34:25;dev_express;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
754;2022-03-30 06:16:31;dev_integral;1;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
755;2022-01-17 09:47:19;dev_integral;2;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Private
756;2022-04-14 13:13:38;dev_express;7;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Commercial
757;2022-04-07 23:39:14;dev_premium;1;adulte;"[0;25K]";Non;Highly Urban/ Urban;Sports Car;Private
758;2022-01-26 06:42:00;dev_integral;1;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Private
759;2022-01-26 18:39:10;dev_integral;2;jeune;+100K;Oui;Highly Urban/ Urban;Minivan;Private
760;2022-03-15 15:42:25;dev_integral;2;adulte;+100K;Non;Highly Urban/ Urban;z_SUV;Private
761;2022-05-30 14:54:36;dev_integral;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
762;2022-04-09 00:17:26;dev_express;2;jeune;"[0;25K]";Oui;Highly Urban/ Urban;Pickup;Commercial
763;2022-05-21 17:50:08;dev_premium;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
764;2022-01-01 05:44:52;dev_integral;0;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;Pickup;Commercial
765;2022-02-24 00:48:26;dev_express;2;agé;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
766;2022-01-12 00:48:43;dev_integral;2;jeune;+100K;Non;Highly Urban/ Urban;Pickup;Private
767;2022-01-14 11:52:33;dev_integral;0;agé;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
768;2022-02-02 05:11:47;dev_integral;1;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
769;2022-04-10 20:24:17;dev_integral;2;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
770;2022-05-28 19:58:48;dev_integral;4;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
771;2022-05-19 06:35:00;dev_integral;1;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Commercial
772;2022-03-05 18:04:15;dev_integral;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
773;2022-01-04 08:53:31;dev_express;3;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Commercial
774;2022-04-23 00:38:02;dev_integral;2;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Commercial
775;2022-01-19 08:22:21;dev_integral;2;agé;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
776;2022-05-14 21:13:43;dev_integral;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Commercial
777;2022-02-22 09:35:11;dev_integral;4;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Commercial
778;2022-02-24 12:40:25;dev_integral;0;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
779;2022-05-26 12:01:30;dev_express;0;agé;"[0;25K]";Oui;Highly Urban/ Urban;Panel Truck;Commercial
780;2022-01-14 18:54:04;dev_integral;1;adulte;+100K;Oui;z_Highly Rural/ Rural;z_SUV;Commercial
781;2022-01-06 06:03:12;dev_premium;1;agé;"[+50K;75K]";Non;z_Highly Rural/ Rural;Minivan;Private
782;2022-01-21 20:55:41;dev_integral;3;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Private
783;2022-04-12 15:22:58;dev_integral;2;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
784;2022-01-05 05:59:38;dev_premium;1;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
785;2022-01-10 06:19:10;dev_integral;1;adulte;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
786;2022-04-08 06:27:39;dev_premium;0;adulte;"[+50K;75K]";Non;z_Highly Rural/ Rural;Minivan;Commercial
787;2022-03-30 15:14:49;dev_integral;3;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Private
788;2022-04-12 05:10:45;dev_express;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
789;2022-03-15 08:34:32;dev_integral;1;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
790;2022-03-12 10:18:18;dev_integral;4;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
791;2022-03-14 14:38:44;dev_integral;1;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Commercial
792;2022-01-09 22:09:48;dev_integral;0;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Van;Commercial
793;2022-02-27 16:55:05;dev_express;1;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Commercial
794;2022-02-02 08:14:17;dev_premium;0;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
795;2022-03-06 16:17:43;dev_express;0;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Sports Car;Commercial
796;2022-01-06 06:25:05;dev_express;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
797;2022-04-03 02:20:45;dev_integral;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
798;2022-04-30 23:07:19;dev_integral;0;adulte;+100K;Oui;Highly Urban/ Urban;Minivan;Private
799;2022-03-19 17:09:26;dev_integral;0;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Private
800;2022-01-24 05:53:36;dev_express;0;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
801;2022-02-23 04:42:44;dev_integral;0;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
802;2022-05-17 10:24:02;dev_integral;7;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Commercial
803;2022-03-06 00:45:00;dev_express;4;jeune;"[0;25K]";Non;Highly Urban/ Urban;Van;Private
804;2022-03-13 16:07:01;dev_integral;1;jeune;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Private
805;2022-02-10 20:24:01;dev_premium;0;jeune;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
806;2022-01-16 04:07:39;dev_integral;0;agé;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
807;2022-05-19 17:14:19;dev_express;6;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
808;2022-04-18 02:22:39;dev_express;2;agé;+100K;Oui;Highly Urban/ Urban;z_SUV;Private
809;2022-01-13 09:31:06;dev_integral;2;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Commercial
810;2022-05-28 06:19:28;dev_integral;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
811;2022-03-28 01:51:32;dev_express;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
812;2022-03-15 17:21:56;dev_integral;1;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Private
813;2022-03-10 08:41:18;dev_integral;0;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Pickup;Private
814;2022-01-20 06:27:49;dev_express;4;agé;"[+50K;75K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
815;2022-04-09 17:10:50;dev_integral;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
816;2022-03-05 15:27:58;dev_premium;1;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Commercial
817;2022-04-09 10:34:21;dev_premium;0;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;Van;Commercial
818;2022-02-16 13:50:18;dev_integral;5;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Private
819;2022-04-06 17:34:06;dev_integral;6;agé;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Commercial
820;2022-03-23 08:12:42;dev_express;4;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Van;Private
821;2022-01-25 03:27:59;dev_express;3;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
822;2022-01-21 09:35:42;dev_express;1;jeune;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
823;2022-01-27 16:51:34;dev_integral;8;agé;+100K;Oui;Highly Urban/ Urban;Minivan;Private
824;2022-04-22 14:21:01;dev_integral;9;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
825;2022-03-13 23:40:09;dev_express;0;agé;+100K;Non;Highly Urban/ Urban;z_SUV;Private
826;2022-01-15 03:03:13;dev_premium;4;adulte;+100K;Non;Highly Urban/ Urban;Van;Commercial
827;2022-02-24 23:09:42;dev_express;3;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
828;2022-03-27 17:51:21;dev_integral;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
829;2022-04-02 07:37:34;dev_express;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Van;Commercial
830;2022-02-18 07:19:11;dev_integral;1;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
831;2022-04-17 09:27:32;dev_integral;2;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Private
832;2022-05-20 03:29:57;dev_express;3;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;Pickup;Commercial
833;2022-01-29 23:20:08;dev_integral;0;jeune;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
834;2022-05-01 19:40:24;dev_express;3;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
835;2022-05-02 20:32:10;dev_premium;4;jeune;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
836;2022-04-22 21:23:09;dev_express;4;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Van;Commercial
837;2022-01-24 10:55:05;dev_integral;7;agé;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
838;2022-02-23 01:41:54;dev_premium;0;jeune;+100K;Non;Highly Urban/ Urban;Pickup;Private
839;2022-05-22 10:59:54;dev_premium;4;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Commercial
840;2022-03-17 14:31:47;dev_vip;0;adulte;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
841;2022-04-04 00:54:06;dev_express;0;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
842;2022-05-01 00:26:22;dev_integral;4;jeune;"[0;25K]";Non;z_Highly Rural/ Rural;Minivan;Private
843;2022-05-02 17:11:53;dev_integral;4;agé;"[0;25K]";Oui;Highly Urban/ Urban;Panel Truck;Commercial
844;2022-03-28 12:11:58;dev_integral;0;jeune;+100K;Oui;z_Highly Rural/ Rural;Pickup;Commercial
845;2022-05-19 17:35:59;dev_integral;1;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
846;2022-05-14 09:17:35;dev_express;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Van;Private
847;2022-05-06 04:55:07;dev_premium;0;agé;+100K;Oui;Highly Urban/ Urban;z_SUV;Private
848;2022-04-25 02:13:33;dev_premium;2;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Commercial
849;2022-03-18 15:22:24;dev_premium;6;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
850;2022-04-15 20:51:21;dev_integral;0;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
851;2022-01-20 21:33:08;dev_premium;0;agé;+100K;Non;Highly Urban/ Urban;Pickup;Commercial
852;2022-03-14 05:31:29;dev_vip;4;jeune;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Commercial
853;2022-01-08 07:30:41;dev_express;3;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Private
854;2022-04-21 14:09:28;dev_integral;0;agé;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
855;2022-02-19 17:32:43;dev_premium;4;agé;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
856;2022-04-04 09:50:44;dev_integral;2;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;Panel Truck;Commercial
857;2022-01-17 08:07:21;dev_premium;4;adulte;+100K;Oui;z_Highly Rural/ Rural;z_SUV;Private
858;2022-01-14 22:35:27;dev_express;5;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
859;2022-02-01 10:47:01;dev_integral;4;adulte;+100K;Non;Highly Urban/ Urban;Van;Commercial
860;2022-04-03 06:07:12;dev_integral;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
861;2022-02-25 19:43:51;dev_integral;5;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
862;2022-05-14 23:10:17;dev_express;0;jeune;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
863;2022-02-01 20:17:14;dev_express;2;adulte;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Private
864;2022-02-09 10:27:00;dev_premium;1;jeune;+100K;Non;Highly Urban/ Urban;Minivan;Private
865;2022-01-13 10:00:28;dev_integral;3;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;Pickup;Private
866;2022-05-14 03:38:14;dev_express;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
867;2022-01-27 11:04:39;dev_premium;3;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
868;2022-01-03 08:30:44;dev_integral;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Commercial
869;2022-03-26 11:54:31;dev_integral;4;agé;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
870;2022-03-07 22:55:06;dev_integral;0;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Private
871;2022-03-01 05:37:07;dev_integral;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Commercial
872;2022-05-04 07:09:25;dev_integral;0;agé;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Commercial
873;2022-02-04 19:41:35;dev_express;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Commercial
874;2022-04-26 10:16:38;dev_premium;6;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Commercial
875;2022-01-02 05:31:09;dev_integral;1;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
876;2022-03-26 09:04:08;dev_integral;7;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
877;2022-01-16 22:31:15;dev_integral;3;adulte;"[0;25K]";Non;Highly Urban/ Urban;Van;Private
878;2022-05-26 01:56:50;dev_integral;0;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;Sports Car;Private
879;2022-03-24 15:49:56;dev_express;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Commercial
880;2022-04-20 06:44:39;dev_express;2;adulte;"[+25K;50K]";Oui;z_Highly Rural/ Rural;Sports Car;Private
881;2022-05-11 12:25:23;dev_integral;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Private
882;2022-01-13 05:16:18;dev_express;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Commercial
883;2022-03-21 21:34:02;dev_express;2;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
884;2022-01-18 19:42:23;dev_express;0;adulte;+100K;Non;z_Highly Rural/ Rural;Minivan;Private
885;2022-04-13 16:21:06;dev_express;1;agé;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Commercial
886;2022-04-24 13:56:48;dev_express;0;agé;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
887;2022-02-10 20:57:17;dev_premium;4;adulte;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
888;2022-02-28 13:38:37;dev_integral;0;agé;"[0;25K]";Non;z_Highly Rural/ Rural;Minivan;Private
889;2022-02-05 23:52:53;dev_express;0;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;Pickup;Private
890;2022-03-27 09:37:16;dev_express;1;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Private
891;2022-01-05 09:36:47;dev_express;2;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
892;2022-05-03 13:03:51;dev_express;2;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
893;2022-03-26 15:22:17;dev_express;0;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Commercial
894;2022-01-31 22:44:49;dev_express;1;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
895;2022-04-30 07:11:54;dev_express;1;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
896;2022-02-04 16:10:20;dev_premium;0;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;Panel Truck;Commercial
897;2022-01-20 00:18:23;dev_integral;4;agé;"[+25K;50K]";Oui;z_Highly Rural/ Rural;Sports Car;Private
898;2022-03-22 00:59:26;dev_integral;0;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
899;2022-05-31 06:29:01;dev_premium;0;agé;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
900;2022-01-05 05:06:37;dev_integral;4;adulte;"[0;25K]";Non;Highly Urban/ Urban;Sports Car;Commercial
901;2022-04-23 05:49:58;dev_express;10;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
902;2022-05-02 13:16:37;dev_express;0;jeune;"[+75K;100K]";Non;z_Highly Rural/ Rural;z_SUV;Private
903;2022-04-11 11:41:45;dev_integral;0;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Commercial
904;2022-02-04 15:17:12;dev_express;4;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Private
905;2022-01-22 15:31:10;dev_vip;0;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
906;2022-03-18 16:21:30;dev_express;2;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
907;2022-02-08 16:14:23;dev_integral;0;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Pickup;Private
908;2022-02-21 08:59:46;dev_express;0;jeune;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Commercial
909;2022-01-13 01:41:47;dev_integral;2;jeune;+100K;Non;Highly Urban/ Urban;Van;Commercial
910;2022-05-20 20:26:28;dev_express;0;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;Pickup;Private
911;2022-02-19 12:40:40;dev_express;2;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Commercial
912;2022-04-13 06:07:12;dev_premium;0;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;Pickup;Commercial
913;2022-03-25 10:32:38;dev_integral;0;adulte;"[+50K;75K]";Non;z_Highly Rural/ Rural;z_SUV;Commercial
914;2022-05-08 03:44:39;dev_express;1;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Sports Car;Private
915;2022-01-08 09:26:52;dev_express;3;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
916;2022-02-20 21:02:08;dev_integral;2;agé;"[0;25K]";Non;z_Highly Rural/ Rural;Pickup;Commercial
917;2022-02-17 13:28:57;dev_integral;1;adulte;+100K;Non;Highly Urban/ Urban;Sports Car;Commercial
918;2022-01-24 09:56:28;dev_integral;0;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Private
919;2022-05-23 04:04:41;dev_integral;4;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;Sports Car;Private
920;2022-05-12 14:06:23;dev_express;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Commercial
921;2022-02-25 05:46:01;dev_integral;0;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Private
922;2022-05-20 20:57:52;dev_express;0;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
923;2022-02-22 03:31:40;dev_premium;0;agé;+100K;Oui;Highly Urban/ Urban;Panel Truck;Commercial
924;2022-02-23 09:01:00;dev_express;0;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Private
925;2022-03-28 01:18:17;dev_premium;1;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Private
926;2022-05-02 08:14:13;dev_express;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Commercial
927;2022-03-20 06:02:11;dev_integral;6;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
928;2022-04-23 18:46:21;dev_integral;4;jeune;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
929;2022-04-11 13:58:11;dev_express;11;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Commercial
930;2022-04-23 16:15:26;dev_premium;1;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Van;Commercial
931;2022-04-13 06:30:38;dev_express;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;Panel Truck;Commercial
